gs_text34,iso3,weight,age,sex
Meningitis/Sepsis,SYR,0.0295294,0,1
Pneumonia,SYR,0.0030162,0,1
Preterm Delivery,SYR,0.1489093,0,1
Stillbirth,SYR,0.2511434,0,1
Birth asphyxia,SYR,0.365108,7,0
Congenital malformation,SYR,0.388369,7,0
Meningitis/Sepsis,SYR,0.0728033,7,0
Pneumonia,SYR,0.0161155,7,0
Preterm Delivery,SYR,0.1576043,7,0
Stillbirth,SYR,0,7,0
Birth asphyxia,SYR,0.2918433,7,1
Congenital malformation,SYR,0.4353519,7,1
Meningitis/Sepsis,SYR,0.0737696,7,1
Pneumonia,SYR,0.0184813,7,1
Preterm Delivery,SYR,0.1805538,7,1
Stillbirth,SYR,0,7,1
Birth asphyxia,SYC,0.3424948,0,0
Congenital malformation,SYC,0.1499664,0,0
Meningitis/Sepsis,SYC,0.0349283,0,0
Pneumonia,SYC,0.0329173,0,0
Preterm Delivery,SYC,0.1818365,0,0
Stillbirth,SYC,0.2578566,0,0
Birth asphyxia,SYC,0.3402955,0,1
Congenital malformation,SYC,0.1630311,0,1
Meningitis/Sepsis,SYC,0.0233696,0,1
Pneumonia,SYC,0.0233012,0,1
Preterm Delivery,SYC,0.1936262,0,1
Stillbirth,SYC,0.2563765,0,1
Birth asphyxia,SYC,0.2538725,7,0
Congenital malformation,SYC,0.3070052,7,0
Meningitis/Sepsis,SYC,0.0974866,7,0
Pneumonia,SYC,0.1944535,7,0
Preterm Delivery,SYC,0.1471822,7,0
Stillbirth,SYC,0,7,0
Birth asphyxia,SYC,0.2676322,7,1
Congenital malformation,SYC,0.3476588,7,1
Meningitis/Sepsis,SYC,0.0688296,7,1
Pneumonia,SYC,0.1426157,7,1
Preterm Delivery,SYC,0.1732637,7,1
Stillbirth,SYC,0,7,1
Birth asphyxia,SWZ,0.4206413,0,0
Congenital malformation,SWZ,0.077723,0,0
Meningitis/Sepsis,SWZ,0.0354686,0,0
Pneumonia,SWZ,0.0511453,0,0
Preterm Delivery,SWZ,0.1669805,0,0
Stillbirth,SWZ,0.2480414,0,0
Birth asphyxia,SWZ,0.3486709,0,1
Congenital malformation,SWZ,0.0970372,0,1
Meningitis/Sepsis,SWZ,0.0371277,0,1
Pneumonia,SWZ,0.0648198,0,1
Preterm Delivery,SWZ,0.1896512,0,1
Stillbirth,SWZ,0.2626932,0,1
Birth asphyxia,SWZ,0.3171515,7,0
Congenital malformation,SWZ,0.1685253,7,0
Meningitis/Sepsis,SWZ,0.1340353,7,0
Pneumonia,SWZ,0.2117934,7,0
Preterm Delivery,SWZ,0.1684945,7,0
Stillbirth,SWZ,0,7,0
Birth asphyxia,SWZ,0.2473754,7,1
Congenital malformation,SWZ,0.2023882,7,1
Meningitis/Sepsis,SWZ,0.1221614,7,1
Pneumonia,SWZ,0.2461587,7,1
Preterm Delivery,SWZ,0.1819163,7,1
Stillbirth,SWZ,0,7,1
Birth asphyxia,SWE,0.3852452,0,0
Congenital malformation,SWE,0.2197598,0,0
Meningitis/Sepsis,SWE,0.0241958,0,0
Pneumonia,SWE,0.0023083,0,0
Preterm Delivery,SWE,0.1325385,0,0
Stillbirth,SWE,0.2359524,0,0
Birth asphyxia,SWE,0.4024526,0,1
Congenital malformation,SWE,0.225789,0,1
Meningitis/Sepsis,SWE,0.0269301,0,1
Pneumonia,SWE,0.0020822,0,1
Preterm Delivery,SWE,0.112401,0,1
Stillbirth,SWE,0.230345,0,1
Birth asphyxia,SWE,0.2642334,7,0
Congenital malformation,SWE,0.4952681,7,0
Meningitis/Sepsis,SWE,0.0727026,7,0
Pneumonia,SWE,0.0070174,7,0
Preterm Delivery,SWE,0.1607784,7,0
Stillbirth,SWE,0,7,0
Birth asphyxia,SWE,0.2773677,7,1
Congenital malformation,SWE,0.5030769,7,1
Meningitis/Sepsis,SWE,0.0788076,7,1
Pneumonia,SWE,0.0083372,7,1
Preterm Delivery,SWE,0.1324107,7,1
Stillbirth,SWE,0,7,1
Birth asphyxia,SVN,0.1980192,0,0
Congenital malformation,SVN,0.1826374,0,0
Meningitis/Sepsis,SVN,0.0215979,0,0
Pneumonia,SVN,0.0023671,0,0
Preterm Delivery,SVN,0.3018059,0,0
Stillbirth,SVN,0.2935725,0,0
Birth asphyxia,SVN,0.2083369,0,1
Congenital malformation,SVN,0.218869,0,1
Meningitis/Sepsis,SVN,0.0297,0,1
Pneumonia,SVN,0.0020283,0,1
Preterm Delivery,SVN,0.2564749,0,1
Stillbirth,SVN,0.2845909,0,1
Birth asphyxia,SVN,0.216703,7,0
Congenital malformation,SVN,0.4415668,7,0
Meningitis/Sepsis,SVN,0.0910918,7,0
Pneumonia,SVN,0.0149087,7,0
Preterm Delivery,SVN,0.2357297,7,0
Stillbirth,SVN,0,7,0
Birth asphyxia,SVN,0.1564043,7,1
Congenital malformation,SVN,0.5312438,7,1
Meningitis/Sepsis,SVN,0.0818527,7,1
Pneumonia,SVN,0.0124269,7,1
Preterm Delivery,SVN,0.2180724,7,1
Stillbirth,SVN,0,7,1
Birth asphyxia,SVK,0.1735852,0,0
Congenital malformation,SVK,0.2719125,0,0
Meningitis/Sepsis,SVK,0.0041551,0,0
Pneumonia,SVK,0.0060799,0,0
Preterm Delivery,SVK,0.2619731,0,0
Stillbirth,SVK,0.2822942,0,0
Birth asphyxia,SVK,0.173848,0,1
Congenital malformation,SVK,0.2873273,0,1
Meningitis/Sepsis,SVK,0.0033479,0,1
Pneumonia,SVK,0.0064224,0,1
Preterm Delivery,SVK,0.2497636,0,1
Stillbirth,SVK,0.2792908,0,1
Birth asphyxia,SVK,0.1333706,7,0
Congenital malformation,SVK,0.4160265,7,0
Meningitis/Sepsis,SVK,0.0167419,7,0
Pneumonia,SVK,0.0448931,7,0
Preterm Delivery,SVK,0.388968,7,0
Stillbirth,SVK,0,7,0
Birth asphyxia,SVK,0.1121692,7,1
Congenital malformation,SVK,0.4285481,7,1
Meningitis/Sepsis,SVK,0.0158909,7,1
Pneumonia,SVK,0.0444093,7,1
Preterm Delivery,SVK,0.3989825,7,1
Stillbirth,SVK,0,7,1
Birth asphyxia,SUR,0.3966303,0,0
Congenital malformation,SUR,0.0948532,0,0
Meningitis/Sepsis,SUR,0.0365467,0,0
Pneumonia,SUR,0.0044267,0,0
Preterm Delivery,SUR,0.211104,0,0
Stillbirth,SUR,0.2564391,0,0
Birth asphyxia,SUR,0.3870496,0,1
Congenital malformation,SUR,0.1062309,0,1
Meningitis/Sepsis,SUR,0.0406024,0,1
Pneumonia,SUR,0.0046979,0,1
Preterm Delivery,SUR,0.2042638,0,1
Stillbirth,SUR,0.2571555,0,1
Birth asphyxia,SUR,0.4094517,7,0
Congenital malformation,SUR,0.1998142,7,0
Meningitis/Sepsis,SUR,0.0993863,7,0
Pneumonia,SUR,0.0406233,7,0
Preterm Delivery,SUR,0.2507246,7,0
Stillbirth,SUR,0,7,0
Birth asphyxia,SUR,0.4285052,7,1
Congenital malformation,SUR,0.2318954,7,1
Meningitis/Sepsis,SUR,0.0821663,7,1
Pneumonia,SUR,0.0355019,7,1
Preterm Delivery,SUR,0.2219312,7,1
Stillbirth,SUR,0,7,1
Birth asphyxia,STP,0.3573737,0,0
Congenital malformation,STP,0.0718673,0,0
Meningitis/Sepsis,STP,0.1332933,0,0
Pneumonia,STP,0.0298501,0,0
Preterm Delivery,STP,0.1332031,0,0
Stillbirth,STP,0.2744125,0,0
Birth asphyxia,STP,0.3301682,0,1
Congenital malformation,STP,0.0868275,0,1
Meningitis/Sepsis,STP,0.1244199,0,1
Pneumonia,STP,0.0338343,0,1
Preterm Delivery,STP,0.1466529,0,1
Stillbirth,STP,0.2780971,0,1
Birth asphyxia,STP,0.278599,7,0
Congenital malformation,STP,0.1499749,7,0
Meningitis/Sepsis,STP,0.3133213,7,0
Pneumonia,STP,0.1224268,7,0
Preterm Delivery,STP,0.1356781,7,0
Stillbirth,STP,0,7,0
Birth asphyxia,STP,0.2177556,7,1
Congenital malformation,STP,0.1884155,7,1
Meningitis/Sepsis,STP,0.313875,7,1
Pneumonia,STP,0.1536134,7,1
Preterm Delivery,STP,0.1263405,7,1
Stillbirth,STP,0,7,1
Birth asphyxia,SRB,0.3534926,0,0
Congenital malformation,SRB,0.131737,0,0
Meningitis/Sepsis,SRB,0.0084318,0,0
Pneumonia,SRB,0.0028062,0,0
Preterm Delivery,SRB,0.2436735,0,0
Stillbirth,SRB,0.2598589,0,0
Birth asphyxia,SRB,0.3394055,0,1
Congenital malformation,SRB,0.1463207,0,1
Meningitis/Sepsis,SRB,0.0123079,0,1
Pneumonia,SRB,0.0038175,0,1
Preterm Delivery,SRB,0.2370291,0,1
Stillbirth,SRB,0.2611193,0,1
Birth asphyxia,SRB,0.3234047,7,0
Congenital malformation,SRB,0.2961046,7,0
Meningitis/Sepsis,SRB,0.071142,7,0
Pneumonia,SRB,0.0276017,7,0
Preterm Delivery,SRB,0.281747,7,0
Stillbirth,SRB,0,7,0
Birth asphyxia,SRB,0.2381991,7,1
Congenital malformation,SRB,0.3185762,7,1
Meningitis/Sepsis,SRB,0.1064478,7,1
Pneumonia,SRB,0.0291135,7,1
Preterm Delivery,SRB,0.3076634,7,1
Stillbirth,SRB,0,7,1
Birth asphyxia,SOM,0.4014452,0,0
Congenital malformation,SOM,0.0261294,0,0
Meningitis/Sepsis,SOM,0.0975621,0,0
Pneumonia,SOM,0.0651248,0,0
Preterm Delivery,SOM,0.1447391,0,0
Stillbirth,SOM,0.2649994,0,0
Birth asphyxia,SOM,0.3846332,0,1
Congenital malformation,SOM,0.0313013,0,1
Meningitis/Sepsis,SOM,0.0939871,0,1
Pneumonia,SOM,0.0718389,0,1
Preterm Delivery,SOM,0.1505494,0,1
Stillbirth,SOM,0.2676902,0,1
Birth asphyxia,SOM,0.264945,7,0
Congenital malformation,SOM,0.0799823,7,0
Meningitis/Sepsis,SOM,0.2152336,7,0
Pneumonia,SOM,0.3287121,7,0
Preterm Delivery,SOM,0.111127,7,0
Stillbirth,SOM,0,7,0
Birth asphyxia,SOM,0.2183385,7,1
Congenital malformation,SOM,0.1039307,7,1
Meningitis/Sepsis,SOM,0.2199357,7,1
Pneumonia,SOM,0.3561989,7,1
Preterm Delivery,SOM,0.1015962,7,1
Stillbirth,SOM,0,7,1
Birth asphyxia,SLV,0.2324604,0,0
Congenital malformation,SLV,0.2179496,0,0
Meningitis/Sepsis,SLV,0.0511623,0,0
Pneumonia,SLV,0.0152357,0,0
Preterm Delivery,SLV,0.2051207,0,0
Stillbirth,SLV,0.2780714,0,0
Birth asphyxia,SLV,0.2265868,0,1
Congenital malformation,SLV,0.2531566,0,1
Meningitis/Sepsis,SLV,0.0465966,0,1
Pneumonia,SLV,0.0129593,0,1
Preterm Delivery,SLV,0.1875651,0,1
Stillbirth,SLV,0.2731356,0,1
Birth asphyxia,SLV,0.269511,7,0
Congenital malformation,SLV,0.3120966,7,0
Meningitis/Sepsis,SLV,0.1731262,7,0
Pneumonia,SLV,0.0594318,7,0
Preterm Delivery,SLV,0.1858344,7,0
Stillbirth,SLV,0,7,0
Birth asphyxia,SLV,0.2240426,7,1
Congenital malformation,SLV,0.3948511,7,1
Meningitis/Sepsis,SLV,0.1552554,7,1
Pneumonia,SLV,0.0571231,7,1
Preterm Delivery,SLV,0.1687278,7,1
Stillbirth,SLV,0,7,1
Birth asphyxia,SLE,0.3985804,0,0
Congenital malformation,SLE,0.0251247,0,0
Meningitis/Sepsis,SLE,0.0779616,0,0
Pneumonia,SLE,0.0473431,0,0
Preterm Delivery,SLE,0.1843009,0,0
Stillbirth,SLE,0.2666894,0,0
Birth asphyxia,SLE,0.3457412,0,1
Congenital malformation,SLE,0.0261088,0,1
Meningitis/Sepsis,SLE,0.0731723,0,1
Pneumonia,SLE,0.0550328,0,1
Preterm Delivery,SLE,0.2201682,0,1
Stillbirth,SLE,0.2797768,0,1
Birth asphyxia,SLE,0.3663692,7,0
Congenital malformation,SLE,0.0520658,7,0
Meningitis/Sepsis,SLE,0.1910625,7,0
Pneumonia,SLE,0.1689927,7,0
Preterm Delivery,SLE,0.2215099,7,0
Stillbirth,SLE,0,7,0
Birth asphyxia,SLE,0.2781599,7,1
Congenital malformation,SLE,0.0594498,7,1
Meningitis/Sepsis,SLE,0.198474,7,1
Pneumonia,SLE,0.2358958,7,1
Preterm Delivery,SLE,0.2280205,7,1
Stillbirth,SLE,0,7,1
Birth asphyxia,SLB,0.4342364,0,0
Congenital malformation,SLB,0.0399928,0,0
Meningitis/Sepsis,SLB,0.0670334,0,0
Pneumonia,SLB,0.0314287,0,0
Preterm Delivery,SLB,0.1720217,0,0
Stillbirth,SLB,0.2552871,0,0
Birth asphyxia,SLB,0.3754891,0,1
Congenital malformation,SLB,0.0267079,0,1
Meningitis/Sepsis,SLB,0.0700784,0,1
Pneumonia,SLB,0.0368578,0,1
Preterm Delivery,SLB,0.2175432,0,1
Stillbirth,SLB,0.2733235,0,1
Birth asphyxia,SLB,0.4123329,7,0
Congenital malformation,SLB,0.073093,7,0
Meningitis/Sepsis,SLB,0.1918673,7,0
Pneumonia,SLB,0.1373266,7,0
Preterm Delivery,SLB,0.1853803,7,0
Stillbirth,SLB,0,7,0
Birth asphyxia,SLB,0.3531726,7,1
Congenital malformation,SLB,0.112236,7,1
Meningitis/Sepsis,SLB,0.1891056,7,1
Pneumonia,SLB,0.1339585,7,1
Preterm Delivery,SLB,0.2115273,7,1
Stillbirth,SLB,0,7,1
Birth asphyxia,SGP,0.133082,0,0
Congenital malformation,SGP,0.3531767,0,0
Meningitis/Sepsis,SGP,0.0074115,0,0
Pneumonia,SGP,0.0108837,0,0
Preterm Delivery,SGP,0.2174646,0,0
Stillbirth,SGP,0.2779815,0,0
Birth asphyxia,SGP,0.1639522,0,1
Congenital malformation,SGP,0.3540417,0,1
Meningitis/Sepsis,SGP,0.012951,0,1
Pneumonia,SGP,0.008506,0,1
Preterm Delivery,SGP,0.1905416,0,1
Stillbirth,SGP,0.2700076,0,1
Birth asphyxia,SGP,0.1200759,7,0
Congenital malformation,SGP,0.562807,7,0
Meningitis/Sepsis,SGP,0.026458,7,0
Pneumonia,SGP,0.0549909,7,0
Preterm Delivery,SGP,0.2356683,7,0
Stillbirth,SGP,0,7,0
Birth asphyxia,SGP,0.1683927,7,1
Congenital malformation,SGP,0.535104,7,1
Meningitis/Sepsis,SGP,0.0405629,7,1
Pneumonia,SGP,0.0538602,7,1
Preterm Delivery,SGP,0.2020802,7,1
Stillbirth,SGP,0,7,1
Birth asphyxia,SEN,0.3578837,0,0
Congenital malformation,SEN,0.0156021,0,0
Meningitis/Sepsis,SEN,0.1464036,0,0
Pneumonia,SEN,0.0395254,0,0
Preterm Delivery,SEN,0.1561666,0,0
Stillbirth,SEN,0.2844186,0,0
Birth asphyxia,SEN,0.3356567,0,1
Congenital malformation,SEN,0.040613,0,1
Meningitis/Sepsis,SEN,0.1412991,0,1
Pneumonia,SEN,0.0408876,0,1
Preterm Delivery,SEN,0.1561483,0,1
Stillbirth,SEN,0.2853954,0,1
Birth asphyxia,SEN,0.2887623,7,0
Congenital malformation,SEN,0.057061,7,0
Meningitis/Sepsis,SEN,0.3342325,7,0
Pneumonia,SEN,0.171872,7,0
Preterm Delivery,SEN,0.1480721,7,0
Stillbirth,SEN,0,7,0
Birth asphyxia,SEN,0.2332489,7,1
Congenital malformation,SEN,0.0914585,7,1
Meningitis/Sepsis,SEN,0.349075,7,1
Pneumonia,SEN,0.1973624,7,1
Preterm Delivery,SEN,0.1288551,7,1
Stillbirth,SEN,0,7,1
Birth asphyxia,SDN,0.4043733,0,0
Congenital malformation,SDN,0.0339458,0,0
Meningitis/Sepsis,SDN,0.0948251,0,0
Pneumonia,SDN,0.0539159,0,0
Preterm Delivery,SDN,0.1491518,0,0
Stillbirth,SDN,0.2637881,0,0
Birth asphyxia,SDN,0.3801759,0,1
Congenital malformation,SDN,0.0435781,0,1
Meningitis/Sepsis,SDN,0.0918293,0,1
Pneumonia,SDN,0.0531511,0,1
Preterm Delivery,SDN,0.1627723,0,1
Stillbirth,SDN,0.2684933,0,1
Birth asphyxia,SDN,0.2825121,7,0
Congenital malformation,SDN,0.1188558,7,0
Meningitis/Sepsis,SDN,0.2204982,7,0
Pneumonia,SDN,0.2584149,7,0
Preterm Delivery,SDN,0.119719,7,0
Stillbirth,SDN,0,7,0
Birth asphyxia,SDN,0.2689573,7,1
Congenital malformation,SDN,0.1381703,7,1
Meningitis/Sepsis,SDN,0.2502244,7,1
Pneumonia,SDN,0.2074117,7,1
Preterm Delivery,SDN,0.1352363,7,1
Stillbirth,SDN,0,7,1
Birth asphyxia,SAU,0.2053003,0,0
Congenital malformation,SAU,0.1170854,0,0
Meningitis/Sepsis,SAU,0.0427066,0,0
Pneumonia,SAU,0.0007777,0,0
Preterm Delivery,SAU,0.3290041,0,0
Stillbirth,SAU,0.3051258,0,0
Birth asphyxia,SAU,0.2184961,0,1
Congenital malformation,SAU,0.122958,0,1
Meningitis/Sepsis,SAU,0.0378671,0,1
Pneumonia,SAU,0.0009874,0,1
Preterm Delivery,SAU,0.3195496,0,1
Stillbirth,SAU,0.3001418,0,1
Birth asphyxia,SAU,0.2247259,7,0
Congenital malformation,SAU,0.3002512,7,0
Meningitis/Sepsis,SAU,0.1289335,7,0
Pneumonia,SAU,0.0067442,7,0
Preterm Delivery,SAU,0.3393452,7,0
Stillbirth,SAU,0,7,0
Birth asphyxia,SAU,0.1893061,7,1
Congenital malformation,SAU,0.3457894,7,1
Meningitis/Sepsis,SAU,0.1299452,7,1
Pneumonia,SAU,0.0081667,7,1
Preterm Delivery,SAU,0.3267926,7,1
Stillbirth,SAU,0,7,1
Birth asphyxia,RWA,0.4224,0,0
Congenital malformation,RWA,0.029104,0,0
Meningitis/Sepsis,RWA,0.0926848,0,0
Pneumonia,RWA,0.0452607,0,0
Preterm Delivery,RWA,0.1499779,0,0
Stillbirth,RWA,0.2605725,0,0
Birth asphyxia,RWA,0.4065443,0,1
Congenital malformation,RWA,0.0349565,0,1
Meningitis/Sepsis,RWA,0.0933292,0,1
Pneumonia,RWA,0.0469709,0,1
Preterm Delivery,RWA,0.1545387,0,1
Stillbirth,RWA,0.2636605,0,1
Birth asphyxia,RWA,0.3542815,7,0
Congenital malformation,RWA,0.0819152,7,0
Meningitis/Sepsis,RWA,0.2298001,7,0
Pneumonia,RWA,0.1883549,7,0
Preterm Delivery,RWA,0.1456483,7,0
Stillbirth,RWA,0,7,0
Birth asphyxia,RWA,0.2970278,7,1
Congenital malformation,RWA,0.1148608,7,1
Meningitis/Sepsis,RWA,0.2400197,7,1
Pneumonia,RWA,0.2132499,7,1
Preterm Delivery,RWA,0.1348418,7,1
Stillbirth,RWA,0,7,1
Birth asphyxia,RUS,0.4049744,0,0
Congenital malformation,RUS,0.166629,0,0
Meningitis/Sepsis,RUS,0.0293897,0,0
Pneumonia,RUS,0.0088612,0,0
Preterm Delivery,RUS,0.1501324,0,0
Stillbirth,RUS,0.2400133,0,0
Birth asphyxia,RUS,0.4122618,0,1
Congenital malformation,RUS,0.1757792,0,1
Meningitis/Sepsis,RUS,0.0276509,0,1
Pneumonia,RUS,0.0077066,0,1
Preterm Delivery,RUS,0.1402412,0,1
Stillbirth,RUS,0.2363603,0,1
Birth asphyxia,RUS,0.3302491,7,0
Congenital malformation,RUS,0.3486541,7,0
Meningitis/Sepsis,RUS,0.0929547,7,0
Pneumonia,RUS,0.0647202,7,0
Preterm Delivery,RUS,0.1634219,7,0
Stillbirth,RUS,0,7,0
Birth asphyxia,RUS,0.3371613,7,1
Congenital malformation,RUS,0.379349,7,1
Meningitis/Sepsis,RUS,0.0868627,7,1
Pneumonia,RUS,0.0563118,7,1
Preterm Delivery,RUS,0.1403152,7,1
Stillbirth,RUS,0,7,1
Birth asphyxia,ROU,0.1692998,0,0
Congenital malformation,ROU,0.2861618,0,0
Meningitis/Sepsis,ROU,0.0042305,0,0
Pneumonia,ROU,0.021276,0,0
Preterm Delivery,ROU,0.2398155,0,0
Stillbirth,ROU,0.2792163,0,0
Birth asphyxia,ROU,0.1830438,0,1
Congenital malformation,ROU,0.3004597,0,1
Meningitis/Sepsis,ROU,0.0030432,0,1
Pneumonia,ROU,0.0268609,0,1
Preterm Delivery,ROU,0.2144201,0,1
Stillbirth,ROU,0.2721724,0,1
Birth asphyxia,ROU,0.1599676,7,0
Congenital malformation,ROU,0.4092393,7,0
Meningitis/Sepsis,ROU,0.0237519,7,0
Pneumonia,ROU,0.18027,7,0
Preterm Delivery,ROU,0.2267711,7,0
Stillbirth,ROU,0,7,0
Birth asphyxia,ROU,0.1365599,7,1
Congenital malformation,ROU,0.4407172,7,1
Meningitis/Sepsis,ROU,0.0250324,7,1
Pneumonia,ROU,0.1827121,7,1
Preterm Delivery,ROU,0.2149783,7,1
Stillbirth,ROU,0,7,1
Birth asphyxia,QAT,0.1015896,0,0
Congenital malformation,QAT,0.3462404,0,0
Meningitis/Sepsis,QAT,0.0054634,0,0
Pneumonia,QAT,0.0058009,0,0
Preterm Delivery,QAT,0.2526528,0,0
Stillbirth,QAT,0.2882529,0,0
Birth asphyxia,QAT,0.103865,0,1
Congenital malformation,QAT,0.3459984,0,1
Meningitis/Sepsis,QAT,0.0066562,0,1
Pneumonia,QAT,0.0035302,0,1
Preterm Delivery,QAT,0.2519591,0,1
Stillbirth,QAT,0.2879911,0,1
Birth asphyxia,QAT,0.132992,7,0
Congenital malformation,QAT,0.5978318,7,0
Meningitis/Sepsis,QAT,0.0532376,7,0
Pneumonia,QAT,0.0261132,7,0
Preterm Delivery,QAT,0.1898254,7,0
Stillbirth,QAT,0,7,0
Birth asphyxia,QAT,0.1371254,7,1
Congenital malformation,QAT,0.6074715,7,1
Meningitis/Sepsis,QAT,0.0190497,7,1
Pneumonia,QAT,0.0158977,7,1
Preterm Delivery,QAT,0.2204557,7,1
Stillbirth,QAT,0,7,1
Birth asphyxia,PSE,0.1742667,0,0
Congenital malformation,PSE,0.1418104,0,0
Meningitis/Sepsis,PSE,0.0569749,0,0
Pneumonia,PSE,0.0077991,0,0
Preterm Delivery,PSE,0.3100479,0,0
Stillbirth,PSE,0.309101,0,0
Birth asphyxia,PSE,0.19405,0,1
Congenital malformation,PSE,0.1074953,0,1
Meningitis/Sepsis,PSE,0.0512451,0,1
Pneumonia,PSE,0.0128947,0,1
Preterm Delivery,PSE,0.3251382,0,1
Stillbirth,PSE,0.3091767,0,1
Birth asphyxia,PSE,0.1947248,7,0
Congenital malformation,PSE,0.2354454,7,0
Meningitis/Sepsis,PSE,0.1779407,7,0
Pneumonia,PSE,0.04078,7,0
Preterm Delivery,PSE,0.3511091,7,0
Stillbirth,PSE,0,7,0
Birth asphyxia,PSE,0.1627705,7,1
Congenital malformation,PSE,0.2411006,7,1
Meningitis/Sepsis,PSE,0.1765805,7,1
Pneumonia,PSE,0.0360724,7,1
Preterm Delivery,PSE,0.383476,7,1
Stillbirth,PSE,0,7,1
Birth asphyxia,PRY,0.3643378,0,0
Congenital malformation,PRY,0.1085998,0,0
Meningitis/Sepsis,PRY,0.0695603,0,0
Pneumonia,PRY,0.00786,0,0
Preterm Delivery,PRY,0.1853611,0,0
Stillbirth,PRY,0.264281,0,0
Birth asphyxia,PRY,0.3425503,0,1
Congenital malformation,PRY,0.1262755,0,1
Meningitis/Sepsis,PRY,0.066067,0,1
Pneumonia,PRY,0.006331,0,1
Preterm Delivery,PRY,0.1918797,0,1
Stillbirth,PRY,0.2668965,0,1
Birth asphyxia,PRY,0.29138,7,0
Congenital malformation,PRY,0.2856532,7,0
Meningitis/Sepsis,PRY,0.1919667,7,0
Pneumonia,PRY,0.0699748,7,0
Preterm Delivery,PRY,0.1610252,7,0
Stillbirth,PRY,0,7,0
Birth asphyxia,PRY,0.2411313,7,1
Congenital malformation,PRY,0.3206304,7,1
Meningitis/Sepsis,PRY,0.2111859,7,1
Pneumonia,PRY,0.0526165,7,1
Preterm Delivery,PRY,0.1744359,7,1
Stillbirth,PRY,0,7,1
Birth asphyxia,PRT,0.2452132,0,0
Congenital malformation,PRT,0.209728,0,0
Meningitis/Sepsis,PRT,0.0412666,0,0
Pneumonia,PRT,0.0026395,0,0
Preterm Delivery,PRT,0.2242803,0,0
Stillbirth,PRT,0.2768725,0,0
Birth asphyxia,PRT,0.302868,0,1
Congenital malformation,PRT,0.2124755,0,1
Meningitis/Sepsis,PRT,0.0347462,0,1
Pneumonia,PRT,0.0024605,0,1
Preterm Delivery,PRT,0.1871351,0,1
Stillbirth,PRT,0.2603148,0,1
Birth asphyxia,PRT,0.1762689,7,0
Congenital malformation,PRT,0.4978923,7,0
Meningitis/Sepsis,PRT,0.0828875,7,0
Pneumonia,PRT,0.0322287,7,0
Preterm Delivery,PRT,0.2107226,7,0
Stillbirth,PRT,0,7,0
Birth asphyxia,PRT,0.1760953,7,1
Congenital malformation,PRT,0.5134828,7,1
Meningitis/Sepsis,PRT,0.0798505,7,1
Pneumonia,PRT,0.0280103,7,1
Preterm Delivery,PRT,0.202561,7,1
Stillbirth,PRT,0,7,1
Birth asphyxia,PRK,0.2526424,0,0
Congenital malformation,PRK,0.3049581,0,0
Meningitis/Sepsis,PRK,0.0096953,0,0
Pneumonia,PRK,0.0260923,0,0
Preterm Delivery,PRK,0.1537232,0,0
Stillbirth,PRK,0.2528887,0,0
Birth asphyxia,PRK,0.2644338,0,1
Congenital malformation,PRK,0.2753299,0,1
Meningitis/Sepsis,PRK,0.0089569,0,1
Pneumonia,PRK,0.0304606,0,1
Preterm Delivery,PRK,0.1661724,0,1
Stillbirth,PRK,0.2546465,0,1
Birth asphyxia,PRK,0.2758434,7,0
Congenital malformation,PRK,0.4061106,7,0
Meningitis/Sepsis,PRK,0.0272544,7,0
Pneumonia,PRK,0.1255656,7,0
Preterm Delivery,PRK,0.165226,7,0
Stillbirth,PRK,0,7,0
Birth asphyxia,PRK,0.2388528,7,1
Congenital malformation,PRK,0.3993511,7,1
Meningitis/Sepsis,PRK,0.027267,7,1
Pneumonia,PRK,0.1492447,7,1
Preterm Delivery,PRK,0.1852843,7,1
Stillbirth,PRK,0,7,1
Birth asphyxia,POL,0.2130411,0,0
Congenital malformation,POL,0.2384343,0,0
Meningitis/Sepsis,POL,0.0290453,0,0
Pneumonia,POL,0.0050534,0,0
Preterm Delivery,POL,0.2350895,0,0
Stillbirth,POL,0.2793365,0,0
Birth asphyxia,POL,0.2061644,0,1
Congenital malformation,POL,0.2582736,0,1
Meningitis/Sepsis,POL,0.0270581,0,1
Pneumonia,POL,0.0043116,0,1
Preterm Delivery,POL,0.2266897,0,1
Stillbirth,POL,0.2775026,0,1
Birth asphyxia,POL,0.1870313,7,0
Congenital malformation,POL,0.4079391,7,0
Meningitis/Sepsis,POL,0.108037,7,0
Pneumonia,POL,0.0228988,7,0
Preterm Delivery,POL,0.2740938,7,0
Stillbirth,POL,0,7,0
Birth asphyxia,POL,0.1795201,7,1
Congenital malformation,POL,0.4448321,7,1
Meningitis/Sepsis,POL,0.0941858,7,1
Pneumonia,POL,0.0180947,7,1
Preterm Delivery,POL,0.2633673,7,1
Stillbirth,POL,0,7,1
Birth asphyxia,PNG,0.3243934,0,0
Congenital malformation,PNG,0.0761408,0,0
Meningitis/Sepsis,PNG,0.0786368,0,0
Pneumonia,PNG,0.0993631,0,0
Preterm Delivery,PNG,0.1495139,0,0
Stillbirth,PNG,0.2719519,0,0
Birth asphyxia,PNG,0.3156967,0,1
Congenital malformation,PNG,0.0563387,0,1
Meningitis/Sepsis,PNG,0.0729065,0,1
Pneumonia,PNG,0.0921495,0,1
Preterm Delivery,PNG,0.1845069,0,1
Stillbirth,PNG,0.2784017,0,1
Birth asphyxia,PNG,0.2052302,7,0
