gs_text34,iso3,weight,age,sex
Other Infectious Diseases,ROU,0.0387111,1,0
Pneumonia,ROU,0.2320267,1,0
Poisonings,ROU,0.0391923,1,0
Road Traffic,ROU,0.0007618,1,0
Sepsis,ROU,0.0009056,1,0
Violent Death,ROU,0.0002029,1,0
AIDS,ROU,0.0119203,1,1
Bite of Venomous Animal,ROU,0.0000212,1,1
Diarrhea/Dysentery,ROU,0.0084672,1,1
Drowning,ROU,0.0085798,1,1
Encephalitis,ROU,0.0024345,1,1
Falls,ROU,0.0223527,1,1
Fires,ROU,0.0110365,1,1
Hemorrhagic fever,ROU,0.0069942,1,1
Malaria,ROU,0,1,1
Measles,ROU,0,1,1
Meningitis,ROU,0.0173194,1,1
Other Cancers,ROU,0.0920432,1,1
Other Cardiovascular Diseases,ROU,0.0573673,1,1
Other Defined Causes of Child Deaths,ROU,0.4172115,1,1
Other Digestive Diseases,ROU,0.0158053,1,1
Other Infectious Diseases,ROU,0.0422508,1,1
Pneumonia,ROU,0.2405208,1,1
Poisonings,ROU,0.0441236,1,1
Road Traffic,ROU,0.0006073,1,1
Sepsis,ROU,0.000724,1,1
Violent Death,ROU,0.0002205,1,1
AIDS,ROU,0.0136032,10,0
Bite of Venomous Animal,ROU,0.0000636,10,0
Diarrhea/Dysentery,ROU,0.0010652,10,0
Drowning,ROU,0.0391781,10,0
Encephalitis,ROU,0.0020984,10,0
Falls,ROU,0.0193927,10,0
Fires,ROU,0.0033254,10,0
Hemorrhagic fever,ROU,0.0035605,10,0
Malaria,ROU,0,10,0
Measles,ROU,0,10,0
Meningitis,ROU,0.0077821,10,0
Other Cancers,ROU,0.1513431,10,0
Other Cardiovascular Diseases,ROU,0.1181733,10,0
Other Defined Causes of Child Deaths,ROU,0.4818808,10,0
Other Digestive Diseases,ROU,0.0129948,10,0
Other Infectious Diseases,ROU,0.030874,10,0
Pneumonia,ROU,0.0929087,10,0
Poisonings,ROU,0.0181199,10,0
Road Traffic,ROU,0.0016302,10,0
Sepsis,ROU,0.001703,10,0
Violent Death,ROU,0.000303,10,0
AIDS,ROU,0.0209176,10,1
Bite of Venomous Animal,ROU,0.0000301,10,1
Diarrhea/Dysentery,ROU,0.0010345,10,1
Drowning,ROU,0.0193929,10,1
Encephalitis,ROU,0.0022055,10,1
Falls,ROU,0.01473,10,1
Fires,ROU,0.0032496,10,1
Hemorrhagic fever,ROU,0.0056222,10,1
Malaria,ROU,0,10,1
Measles,ROU,0,10,1
Meningitis,ROU,0.0081798,10,1
Other Cancers,ROU,0.1701456,10,1
Other Cardiovascular Diseases,ROU,0.1253689,10,1
Other Defined Causes of Child Deaths,ROU,0.4230454,10,1
Other Digestive Diseases,ROU,0.0090315,10,1
Other Infectious Diseases,ROU,0.0357673,10,1
Pneumonia,ROU,0.1338452,10,1
Poisonings,ROU,0.0217848,10,1
Road Traffic,ROU,0.0016427,10,1
Sepsis,ROU,0.003854,10,1
Violent Death,ROU,0.0001525,10,1
AIDS,ROU,0.000734,0,0
Bite of Venomous Animal,ROU,5.60E-06,0,0
Diarrhea/Dysentery,ROU,0.0223473,0,0
Drowning,ROU,0.0004676,0,0
Encephalitis,ROU,0.0015876,0,0
Falls,ROU,0.0033708,0,0
Fires,ROU,0.0008515,0,0
Hemorrhagic fever,ROU,0.0012214,0,0
Malaria,ROU,0,0,0
Measles,ROU,0,0,0
Meningitis,ROU,0.0122877,0,0
Other Cancers,ROU,0.0041218,0,0
Other Cardiovascular Diseases,ROU,0.0310542,0,0
Other Defined Causes of Child Deaths,ROU,0.3714479,0,0
Other Digestive Diseases,ROU,0,0,0
Other Infectious Diseases,ROU,0.038679,0,0
Pneumonia,ROU,0.5082431,0,0
Poisonings,ROU,0.0029855,0,0
Road Traffic,ROU,0.0000605,0,0
Sepsis,ROU,0.0004865,0,0
Violent Death,ROU,0.0000483,0,0
AIDS,ROU,0.000839,0,1
Bite of Venomous Animal,ROU,2.53E-06,0,1
Diarrhea/Dysentery,ROU,0.0251941,0,1
Drowning,ROU,0.000275,0,1
Encephalitis,ROU,0.0014703,0,1
Falls,ROU,0.0023671,0,1
Fires,ROU,0.0012045,0,1
Hemorrhagic fever,ROU,0.0014309,0,1
Malaria,ROU,0,0,1
Measles,ROU,0,0,1
Meningitis,ROU,0.0113801,0,1
Other Cancers,ROU,0.0049993,0,1
Other Cardiovascular Diseases,ROU,0.0248338,0,1
Other Defined Causes of Child Deaths,ROU,0.3688933,0,1
Other Digestive Diseases,ROU,0,0,1
Other Infectious Diseases,ROU,0.0415459,0,1
Pneumonia,ROU,0.5116921,0,1
Poisonings,ROU,0.0029286,0,1
Road Traffic,ROU,0.0000477,0,1
Sepsis,ROU,0.0008691,0,1
Violent Death,ROU,0.0000267,0,1
AIDS,ROU,0.0137016,5,0
Bite of Venomous Animal,ROU,0.0001014,5,0
Diarrhea/Dysentery,ROU,0.0014356,5,0
Drowning,ROU,0.0355222,5,0
Encephalitis,ROU,0.0023636,5,0
Falls,ROU,0.0259556,5,0
Fires,ROU,0.0039502,5,0
Hemorrhagic fever,ROU,0.0062927,5,0
Malaria,ROU,0,5,0
Measles,ROU,0,5,0
Meningitis,ROU,0.012069,5,0
Other Cancers,ROU,0.1933381,5,0
Other Cardiovascular Diseases,ROU,0.0572348,5,0
Other Defined Causes of Child Deaths,ROU,0.4239158,5,0
Other Digestive Diseases,ROU,0.0178762,5,0
Other Infectious Diseases,ROU,0.0355732,5,0
Pneumonia,ROU,0.1479673,5,0
Poisonings,ROU,0.0190531,5,0
Road Traffic,ROU,0.002355,5,0
Sepsis,ROU,0.0010208,5,0
Violent Death,ROU,0.0002739,5,0
AIDS,ROU,0.0170275,5,1
Bite of Venomous Animal,ROU,0.0000684,5,1
Diarrhea/Dysentery,ROU,0.0021265,5,1
Drowning,ROU,0.0116825,5,1
Encephalitis,ROU,0.0025803,5,1
Falls,ROU,0.0130225,5,1
Fires,ROU,0.0084876,5,1
Hemorrhagic fever,ROU,0.0111832,5,1
Malaria,ROU,0,5,1
Measles,ROU,0,5,1
Meningitis,ROU,0.013176,5,1
Other Cancers,ROU,0.1846777,5,1
Other Cardiovascular Diseases,ROU,0.0792955,5,1
Other Defined Causes of Child Deaths,ROU,0.397187,5,1
Other Digestive Diseases,ROU,0.0122504,5,1
Other Infectious Diseases,ROU,0.038747,5,1
Pneumonia,ROU,0.1779592,5,1
Poisonings,ROU,0.0256955,5,1
Road Traffic,ROU,0.0019945,5,1
Sepsis,ROU,0.002571,5,1
Violent Death,ROU,0.0002677,5,1
AIDS,QAT,0.0106369,1,0
Bite of Venomous Animal,QAT,0.0000191,1,0
Diarrhea/Dysentery,QAT,0.0032045,1,0
Drowning,QAT,0.0156688,1,0
Encephalitis,QAT,0.0018269,1,0
Falls,QAT,0.0281356,1,0
Fires,QAT,0.0047834,1,0
Hemorrhagic fever,QAT,0.0142993,1,0
Malaria,QAT,0,1,0
Measles,QAT,0,1,0
Meningitis,QAT,0.0063073,1,0
Other Cancers,QAT,0.0346471,1,0
Other Cardiovascular Diseases,QAT,0.1090601,1,0
Other Defined Causes of Child Deaths,QAT,0.6162964,1,0
Other Digestive Diseases,QAT,0.0107268,1,0
Other Infectious Diseases,QAT,0.1047348,1,0
Pneumonia,QAT,0.0236694,1,0
Poisonings,QAT,0.0104779,1,0
Road Traffic,QAT,0.0015584,1,0
Sepsis,QAT,0.0037673,1,0
Violent Death,QAT,0.0001799,1,0
AIDS,QAT,0.0098459,1,1
Bite of Venomous Animal,QAT,0.0000157,1,1
Diarrhea/Dysentery,QAT,0.0069717,1,1
Drowning,QAT,0.005197,1,1
Encephalitis,QAT,0.0021429,1,1
Falls,QAT,0.0090225,1,1
Fires,QAT,0.0035533,1,1
Hemorrhagic fever,QAT,0.016447,1,1
Malaria,QAT,0,1,1
Measles,QAT,0,1,1
Meningitis,QAT,0.0073981,1,1
Other Cancers,QAT,0.041563,1,1
Other Cardiovascular Diseases,QAT,0.0798211,1,1
Other Defined Causes of Child Deaths,QAT,0.6633317,1,1
Other Digestive Diseases,QAT,0.0229552,1,1
Other Infectious Diseases,QAT,0.0914681,1,1
Pneumonia,QAT,0.0213166,1,1
Poisonings,QAT,0.0059839,1,1
Road Traffic,QAT,0.0010245,1,1
Sepsis,QAT,0.0118335,1,1
Violent Death,QAT,0.0001085,1,1
AIDS,QAT,0.0068989,10,0
Bite of Venomous Animal,QAT,0.0000358,10,0
Diarrhea/Dysentery,QAT,0.0033908,10,0
Drowning,QAT,0.0134846,10,0
Encephalitis,QAT,0.0013227,10,0
Falls,QAT,0.0231913,10,0
Fires,QAT,0.0033715,10,0
Hemorrhagic fever,QAT,0.0133791,10,0
Malaria,QAT,0,10,0
Measles,QAT,0,10,0
Meningitis,QAT,0.0057444,10,0
Other Cancers,QAT,0.0942541,10,0
Other Cardiovascular Diseases,QAT,0.0919119,10,0
Other Defined Causes of Child Deaths,QAT,0.5535976,10,0
Other Digestive Diseases,QAT,0.0100883,10,0
Other Infectious Diseases,QAT,0.1387169,10,0
Pneumonia,QAT,0.02286,10,0
Poisonings,QAT,0.0124878,10,0
Road Traffic,QAT,0.0029961,10,0
Sepsis,QAT,0.0019981,10,0
Violent Death,QAT,0.0002701,10,0
AIDS,QAT,0.0073511,10,1
Bite of Venomous Animal,QAT,0.0000202,10,1
Diarrhea/Dysentery,QAT,0.0030269,10,1
Drowning,QAT,0.0028836,10,1
Encephalitis,QAT,0.0018891,10,1
Falls,QAT,0.0073215,10,1
Fires,QAT,0.0050439,10,1
Hemorrhagic fever,QAT,0.0158884,10,1
Malaria,QAT,0,10,1
Measles,QAT,0,10,1
Meningitis,QAT,0.0082041,10,1
Other Cancers,QAT,0.1024489,10,1
Other Cardiovascular Diseases,QAT,0.0695796,10,1
Other Defined Causes of Child Deaths,QAT,0.5841239,10,1
Other Digestive Diseases,QAT,0.0142458,10,1
Other Infectious Diseases,QAT,0.1297385,10,1
Pneumonia,QAT,0.0257995,10,1
Poisonings,QAT,0.0063686,10,1
Road Traffic,QAT,0.0012586,10,1
Sepsis,QAT,0.0145643,10,1
Violent Death,QAT,0.0002435,10,1
AIDS,QAT,0.0013672,0,0
Bite of Venomous Animal,QAT,2.51E-06,0,0
Diarrhea/Dysentery,QAT,0.0072042,0,0
Drowning,QAT,0.000521,0,0
Encephalitis,QAT,0.0012228,0,0
Falls,QAT,0.0053632,0,0
Fires,QAT,0.0008721,0,0
Hemorrhagic fever,QAT,0.0056505,0,0
Malaria,QAT,0,0,0
Measles,QAT,0,0,0
Meningitis,QAT,0.0041097,0,0
Other Cancers,QAT,0.0121628,0,0
Other Cardiovascular Diseases,QAT,0.0667887,0,0
Other Defined Causes of Child Deaths,QAT,0.817313,0,0
Other Digestive Diseases,QAT,0,0,0
Other Infectious Diseases,QAT,0.0373634,0,0
Pneumonia,QAT,0.0310275,0,0
Poisonings,QAT,0.0013281,0,0
Road Traffic,QAT,0.0003106,0,0
Sepsis,QAT,0.0072662,0,0
Violent Death,QAT,0.0001265,0,0
AIDS,QAT,0.0012755,0,1
Bite of Venomous Animal,QAT,1.42E-06,0,1
Diarrhea/Dysentery,QAT,0.0098693,0,1
Drowning,QAT,0.0002678,0,1
Encephalitis,QAT,0.0019212,0,1
Falls,QAT,0.0020732,0,1
Fires,QAT,0.0008029,0,1
Hemorrhagic fever,QAT,0.0089259,0,1
Malaria,QAT,0,0,1
Measles,QAT,0,0,1
Meningitis,QAT,0.0064567,0,1
Other Cancers,QAT,0.0108509,0,1
Other Cardiovascular Diseases,QAT,0.086162,0,1
Other Defined Causes of Child Deaths,QAT,0.7895685,0,1
Other Digestive Diseases,QAT,0,0,1
Other Infectious Diseases,QAT,0.0452614,0,1
Pneumonia,QAT,0.0284642,0,1
Poisonings,QAT,0.0015153,0,1
Road Traffic,QAT,0.0002441,0,1
Sepsis,QAT,0.006199,0,1
Violent Death,QAT,0.0001407,0,1
AIDS,QAT,0.0056676,5,0
Bite of Venomous Animal,QAT,0.0000258,5,0
Diarrhea/Dysentery,QAT,0.0052413,5,0
Drowning,QAT,0.0097578,5,0
Encephalitis,QAT,0.0016897,5,0
Falls,QAT,0.0174171,5,0
Fires,QAT,0.0025639,5,0
Hemorrhagic fever,QAT,0.019986,5,0
Malaria,QAT,0,5,0
Measles,QAT,0,5,0
Meningitis,QAT,0.0065153,5,0
Other Cancers,QAT,0.0907141,5,0
Other Cardiovascular Diseases,QAT,0.123306,5,0
Other Defined Causes of Child Deaths,QAT,0.529247,5,0
Other Digestive Diseases,QAT,0.0079009,5,0
Other Infectious Diseases,QAT,0.1308989,5,0
Pneumonia,QAT,0.0294977,5,0
Poisonings,QAT,0.0139005,5,0
Road Traffic,QAT,0.002218,5,0
Sepsis,QAT,0.0032914,5,0
Violent Death,QAT,0.0001608,5,0
AIDS,QAT,0.005819,5,1
Bite of Venomous Animal,QAT,0.000021,5,1
Diarrhea/Dysentery,QAT,0.0056423,5,1
Drowning,QAT,0.0032822,5,1
Encephalitis,QAT,0.0017556,5,1
Falls,QAT,0.0084672,5,1
Fires,QAT,0.0026643,5,1
Hemorrhagic fever,QAT,0.018839,5,1
Malaria,QAT,0,5,1
Measles,QAT,0,5,1
Meningitis,QAT,0.0067694,5,1
Other Cancers,QAT,0.0923947,5,1
Other Cardiovascular Diseases,QAT,0.0814576,5,1
Other Defined Causes of Child Deaths,QAT,0.5904112,5,1
Other Digestive Diseases,QAT,0.0160228,5,1
Other Infectious Diseases,QAT,0.1219139,5,1
Pneumonia,QAT,0.026121,5,1
Poisonings,QAT,0.0059732,5,1
Road Traffic,QAT,0.0009964,5,1
Sepsis,QAT,0.0112852,5,1
Violent Death,QAT,0.000164,5,1
AIDS,PSE,0.0003269,1,0
Bite of Venomous Animal,PSE,0.0000334,1,0
Diarrhea/Dysentery,PSE,0.0086338,1,0
Drowning,PSE,0.0050709,1,0
Encephalitis,PSE,0.0026089,1,0
Falls,PSE,0.0224352,1,0
Fires,PSE,0.0067894,1,0
Hemorrhagic fever,PSE,0.0019452,1,0
Malaria,PSE,0,1,0
Measles,PSE,0,1,0
Meningitis,PSE,0.0090072,1,0
Other Cancers,PSE,0.0527653,1,0
Other Cardiovascular Diseases,PSE,0.1147378,1,0
Other Defined Causes of Child Deaths,PSE,0.5704432,1,0
Other Digestive Diseases,PSE,0.0111455,1,0
Other Infectious Diseases,PSE,0.0753634,1,0
Pneumonia,PSE,0.1009299,1,0
Poisonings,PSE,0.0144686,1,0
Road Traffic,PSE,0.0018695,1,0
Sepsis,PSE,0.0010847,1,0
Violent Death,PSE,0.0003412,1,0
AIDS,PSE,0.0003307,1,1
Bite of Venomous Animal,PSE,0.0000347,1,1
Diarrhea/Dysentery,PSE,0.0073769,1,1
Drowning,PSE,0.0050998,1,1
Encephalitis,PSE,0.0021,1,1
Falls,PSE,0.0187267,1,1
Fires,PSE,0.0054425,1,1
Hemorrhagic fever,PSE,0.0004283,1,1
Malaria,PSE,0,1,1
Measles,PSE,0,1,1
Meningitis,PSE,0.0072501,1,1
Other Cancers,PSE,0.0342559,1,1
Other Cardiovascular Diseases,PSE,0.1347678,1,1
Other Defined Causes of Child Deaths,PSE,0.5521556,1,1
Other Digestive Diseases,PSE,0.0102887,1,1
Other Infectious Diseases,PSE,0.0945981,1,1
Pneumonia,PSE,0.1143547,1,1
Poisonings,PSE,0.0098636,1,1
Road Traffic,PSE,0.0011552,1,1
Sepsis,PSE,0.0013644,1,1
Violent Death,PSE,0.0004062,1,1
AIDS,PSE,0.0002021,10,0
Bite of Venomous Animal,PSE,0.0000534,10,0
Diarrhea/Dysentery,PSE,0.0029633,10,0
Drowning,PSE,0.0064857,10,0
Encephalitis,PSE,0.0019326,10,0
Falls,PSE,0.014658,10,0
Fires,PSE,0.0036758,10,0
Hemorrhagic fever,PSE,0.0011351,10,0
Malaria,PSE,0,10,0
Measles,PSE,0,10,0
Meningitis,PSE,0.0083929,10,0
Other Cancers,PSE,0.1094955,10,0
Other Cardiovascular Diseases,PSE,0.2474274,10,0
Other Defined Causes of Child Deaths,PSE,0.3963967,10,0
Other Digestive Diseases,PSE,0.0110943,10,0
Other Infectious Diseases,PSE,0.0898166,10,0
Pneumonia,PSE,0.0935293,10,0
Poisonings,PSE,0.0097088,10,0
Road Traffic,PSE,0.0013113,10,0
Sepsis,PSE,0.0006914,10,0
Violent Death,PSE,0.0010298,10,0
AIDS,PSE,0.0002094,10,1
Bite of Venomous Animal,PSE,0.0000555,10,1
Diarrhea/Dysentery,PSE,0.0182017,10,1
Drowning,PSE,0.0034051,10,1
Encephalitis,PSE,0.0022072,10,1
Falls,PSE,0.0118198,10,1
Fires,PSE,0.0030779,10,1
Hemorrhagic fever,PSE,0.0004483,10,1
Malaria,PSE,0,10,1
Measles,PSE,0,10,1
Meningitis,PSE,0.0095857,10,1
Other Cancers,PSE,0.1055063,10,1
Other Cardiovascular Diseases,PSE,0.1777867,10,1
Other Defined Causes of Child Deaths,PSE,0.4501089,10,1
Other Digestive Diseases,PSE,0.0137526,10,1
Other Infectious Diseases,PSE,0.1138997,10,1
Pneumonia,PSE,0.0775841,10,1
Poisonings,PSE,0.0084975,10,1
Road Traffic,PSE,0.0004734,10,1
Sepsis,PSE,0.0030362,10,1
Violent Death,PSE,0.0003439,10,1
AIDS,PSE,0.0000349,0,0
Bite of Venomous Animal,PSE,4.03E-06,0,0
Diarrhea/Dysentery,PSE,0.0074599,0,0
Drowning,PSE,0.000506,0,0
Encephalitis,PSE,0.0015522,0,0
Falls,PSE,0.0041194,0,0
Fires,PSE,0.0010209,0,0
Hemorrhagic fever,PSE,0.0004534,0,0
Malaria,PSE,0,0,0
Measles,PSE,0,0,0
Meningitis,PSE,0.0052166,0,0
Other Cancers,PSE,0.010404,0,0
Other Cardiovascular Diseases,PSE,0.0805404,0,0
Other Defined Causes of Child Deaths,PSE,0.7711341,0,0
Other Digestive Diseases,PSE,0,0,0
Other Infectious Diseases,PSE,0.0263752,0,0
Pneumonia,PSE,0.088192,0,0
Poisonings,PSE,0.0016289,0,0
Road Traffic,PSE,0.0000824,0,0
Sepsis,PSE,0.0011878,0,0
Violent Death,PSE,0.0000879,0,0
AIDS,PSE,0.0000339,0,1
Bite of Venomous Animal,PSE,3.35E-06,0,1
Diarrhea/Dysentery,PSE,0.0084618,0,1
Drowning,PSE,0.0005251,0,1
Encephalitis,PSE,0.0015409,0,1
Falls,PSE,0.0025714,0,1
Fires,PSE,0.0009319,0,1
Hemorrhagic fever,PSE,0.0001394,0,1
Malaria,PSE,0,0,1
Measles,PSE,0,0,1
Meningitis,PSE,0.0051788,0,1
Other Cancers,PSE,0.0080623,0,1
Other Cardiovascular Diseases,PSE,0.0774294,0,1
Other Defined Causes of Child Deaths,PSE,0.7650006,0,1
Other Digestive Diseases,PSE,0,0,1
Other Infectious Diseases,PSE,0.0373255,0,1
Pneumonia,PSE,0.0895704,0,1
Poisonings,PSE,0.0018967,0,1
Road Traffic,PSE,0.0000984,0,1
Sepsis,PSE,0.001163,0,1
Violent Death,PSE,0.0000672,0,1
AIDS,PSE,0.0002474,5,0
Bite of Venomous Animal,PSE,0.0000547,5,0
Diarrhea/Dysentery,PSE,0.0056733,5,0
Drowning,PSE,0.0086896,5,0
Encephalitis,PSE,0.0035133,5,0
Falls,PSE,0.0372388,5,0
Fires,PSE,0.0051859,5,0
Hemorrhagic fever,PSE,0.0032986,5,0
Malaria,PSE,0,5,0
Measles,PSE,0,5,0
Meningitis,PSE,0.0135468,5,0
Other Cancers,PSE,0.1134078,5,0
Other Cardiovascular Diseases,PSE,0.116159,5,0
Other Defined Causes of Child Deaths,PSE,0.3974662,5,0
Other Digestive Diseases,PSE,0.0108116,5,0
Other Infectious Diseases,PSE,0.1248104,5,0
Pneumonia,PSE,0.1432444,5,0
Poisonings,PSE,0.0121203,5,0
Road Traffic,PSE,0.0025106,5,0
Sepsis,PSE,0.0013652,5,0
Violent Death,PSE,0.0006561,5,0
AIDS,PSE,0.0002219,5,1
Bite of Venomous Animal,PSE,0.0000549,5,1
Diarrhea/Dysentery,PSE,0.0295656,5,1
Drowning,PSE,0.0040859,5,1
Encephalitis,PSE,0.0026795,5,1
Falls,PSE,0.0202397,5,1
Fires,PSE,0.0038374,5,1
Hemorrhagic fever,PSE,0.0006301,5,1
Malaria,PSE,0,5,1
Measles,PSE,0,5,1
Meningitis,PSE,0.0103318,5,1
Other Cancers,PSE,0.0850308,5,1
Other Cardiovascular Diseases,PSE,0.1164972,5,1
Other Defined Causes of Child Deaths,PSE,0.4476033,5,1
Other Digestive Diseases,PSE,0.0091151,5,1
Other Infectious Diseases,PSE,0.1141414,5,1
Pneumonia,PSE,0.1419033,5,1
Poisonings,PSE,0.0106025,5,1
Road Traffic,PSE,0.0007078,5,1
Sepsis,PSE,0.002502,5,1
Violent Death,PSE,0.0002496,5,1
AIDS,PRY,0.0265518,1,0
Bite of Venomous Animal,PRY,0.000066,1,0
Diarrhea/Dysentery,PRY,0.0912626,1,0
Drowning,PRY,0.009325,1,0
Encephalitis,PRY,0.0038815,1,0
Falls,PRY,0.0073753,1,0
Fires,PRY,0.0058078,1,0
Hemorrhagic fever,PRY,0.0003129,1,0
Malaria,PRY,0.0000267,1,0
Measles,PRY,0,1,0
Meningitis,PRY,0.0258772,1,0
Other Cancers,PRY,0.0472703,1,0
Other Cardiovascular Diseases,PRY,0.0610076,1,0
Other Defined Causes of Child Deaths,PRY,0.4021548,1,0
Other Digestive Diseases,PRY,0.0149202,1,0
Other Infectious Diseases,PRY,0.1228626,1,0
Pneumonia,PRY,0.1743205,1,0
Poisonings,PRY,0.0032799,1,0
Road Traffic,PRY,0.0005208,1,0
Sepsis,PRY,0.0029462,1,0
Violent Death,PRY,0.0002301,1,0
AIDS,PRY,0.0290368,1,1
Bite of Venomous Animal,PRY,0.0000475,1,1
Diarrhea/Dysentery,PRY,0.1043978,1,1
Drowning,PRY,0.005949,1,1
Encephalitis,PRY,0.0027301,1,1
Falls,PRY,0.0059114,1,1
Fires,PRY,0.0044284,1,1
Hemorrhagic fever,PRY,0.0005991,1,1
Malaria,PRY,0.0000274,1,1
Measles,PRY,0,1,1
Meningitis,PRY,0.0182009,1,1
Other Cancers,PRY,0.0598831,1,1
Other Cardiovascular Diseases,PRY,0.0492051,1,1
Other Defined Causes of Child Deaths,PRY,0.3887927,1,1
Other Digestive Diseases,PRY,0.0168543,1,1
Other Infectious Diseases,PRY,0.1234727,1,1
Pneumonia,PRY,0.1835631,1,1
Poisonings,PRY,0.0026131,1,1
Road Traffic,PRY,0.0003641,1,1
Sepsis,PRY,0.0036976,1,1
Violent Death,PRY,0.0002258,1,1
AIDS,PRY,0.0077428,10,0
Bite of Venomous Animal,PRY,0.0001431,10,0
Diarrhea/Dysentery,PRY,0.0112605,10,0
Drowning,PRY,0.0223673,10,0
Encephalitis,PRY,0.0036488,10,0
Falls,PRY,0.0098247,10,0
Fires,PRY,0.0018964,10,0
Hemorrhagic fever,PRY,0.0007242,10,0
Malaria,PRY,0.0000304,10,0
Measles,PRY,0,10,0
Meningitis,PRY,0.0178247,10,0
Other Cancers,PRY,0.1151479,10,0
Other Cardiovascular Diseases,PRY,0.1279242,10,0
Other Defined Causes of Child Deaths,PRY,0.4896494,10,0
Other Digestive Diseases,PRY,0.0158129,10,0
Other Infectious Diseases,PRY,0.0809246,10,0
Pneumonia,PRY,0.0848322,10,0
Poisonings,PRY,0.0045152,10,0
Road Traffic,PRY,0.0020771,10,0
Sepsis,PRY,0.0024368,10,0
Violent Death,PRY,0.0012169,10,0
AIDS,PRY,0.0098341,10,1
Bite of Venomous Animal,PRY,0.0000782,10,1
Diarrhea/Dysentery,PRY,0.0166836,10,1
Drowning,PRY,0.0069096,10,1
Encephalitis,PRY,0.0041058,10,1
Falls,PRY,0.0049933,10,1
Fires,PRY,0.0018963,10,1
Hemorrhagic fever,PRY,0.0005923,10,1
Malaria,PRY,0.000026,10,1
Measles,PRY,0,10,1
Meningitis,PRY,0.0200575,10,1
Other Cancers,PRY,0.1167801,10,1
Other Cardiovascular Diseases,PRY,0.1319057,10,1
Other Defined Causes of Child Deaths,PRY,0.4990349,10,1
Other Digestive Diseases,PRY,0.0203168,10,1
Other Infectious Diseases,PRY,0.0710586,10,1
Pneumonia,PRY,0.0876942,10,1
Poisonings,PRY,0.0031794,10,1
Road Traffic,PRY,0.0011468,10,1
Sepsis,PRY,0.0032668,10,1
Violent Death,PRY,0.0004399,10,1
AIDS,PRY,0.0031968,0,0
Bite of Venomous Animal,PRY,7.45E-06,0,0
Diarrhea/Dysentery,PRY,0.0994286,0,0
Drowning,PRY,0.0005913,0,0
Encephalitis,PRY,0.0026788,0,0
Falls,PRY,0.0035113,0,0
Fires,PRY,0.0009025,0,0
Hemorrhagic fever,PRY,0.0001263,0,0
Malaria,PRY,1.27E-05,0,0
Measles,PRY,0,0,0
Meningitis,PRY,0.0185658,0,0
Other Cancers,PRY,0.0050664,0,0
Other Cardiovascular Diseases,PRY,0.0416175,0,0
Other Defined Causes of Child Deaths,PRY,0.4813054,0,0
Other Digestive Diseases,PRY,0,0,0
Other Infectious Diseases,PRY,0.1778179,0,0
Pneumonia,PRY,0.1614237,0,0
Poisonings,PRY,0.0009825,0,0
Road Traffic,PRY,0.0001699,0,0
Sepsis,PRY,0.0024231,0,0
Violent Death,PRY,0.0001721,0,0
AIDS,PRY,0.003727,0,1
Bite of Venomous Animal,PRY,4.41E-06,0,1
Diarrhea/Dysentery,PRY,0.0983294,0,1
Drowning,PRY,0.0002611,0,1
Encephalitis,PRY,0.0023588,0,1
Falls,PRY,0.0015764,0,1
Fires,PRY,0.001695,0,1
Hemorrhagic fever,PRY,0.0001311,0,1
Malaria,PRY,1.10E-05,0,1
Measles,PRY,0,0,1
Meningitis,PRY,0.0163475,0,1
Other Cancers,PRY,0.0064608,0,1
Other Cardiovascular Diseases,PRY,0.029533,0,1
Other Defined Causes of Child Deaths,PRY,0.4958577,0,1
Other Digestive Diseases,PRY,0,0,1
Other Infectious Diseases,PRY,0.1887122,0,1
Pneumonia,PRY,0.1517792,0,1
Poisonings,PRY,0.0007025,0,1
Road Traffic,PRY,0.0001306,0,1
Sepsis,PRY,0.0022748,0,1
Violent Death,PRY,0.0001075,0,1
AIDS,PRY,0.0088899,5,0
Bite of Venomous Animal,PRY,0.0001119,5,0
Diarrhea/Dysentery,PRY,0.0301748,5,0
Drowning,PRY,0.011501,5,0
Encephalitis,PRY,0.0035183,5,0
Falls,PRY,0.0079825,5,0
Fires,PRY,0.0030509,5,0
Hemorrhagic fever,PRY,0.0006723,5,0
Malaria,PRY,1.95E-05,5,0
Measles,PRY,0,5,0
Meningitis,PRY,0.020084,5,0
Other Cancers,PRY,0.1238347,5,0
Other Cardiovascular Diseases,PRY,0.106408,5,0
Other Defined Causes of Child Deaths,PRY,0.4046923,5,0
Other Digestive Diseases,PRY,0.0228786,5,0
Other Infectious Diseases,PRY,0.129261,5,0
Pneumonia,PRY,0.1171768,5,0
Poisonings,PRY,0.0036782,5,0
Road Traffic,PRY,0.0019186,5,0
Sepsis,PRY,0.003681,5,0
Violent Death,PRY,0.0004657,5,0
AIDS,PRY,0.0123891,5,1
Bite of Venomous Animal,PRY,0.000056,5,1
Diarrhea/Dysentery,PRY,0.0404114,5,1
Drowning,PRY,0.0047371,5,1
Encephalitis,PRY,0.0046417,5,1
Falls,PRY,0.0053026,5,1
Fires,PRY,0.0029959,5,1
Hemorrhagic fever,PRY,0.0011329,5,1
Malaria,PRY,1.85E-05,5,1
Measles,PRY,0,5,1
Meningitis,PRY,0.0264969,5,1
Other Cancers,PRY,0.1265772,5,1
Other Cardiovascular Diseases,PRY,0.0893225,5,1
Other Defined Causes of Child Deaths,PRY,0.3993236,5,1
